index,Name,Roll no.,OS,DAA,ML,Gender,Total,average,Grade,Status
1074,pfsbcrkndf,21CSE1076,25,63,76,F,164,54.666666666666664,D,P
1075,zguxrujkev,21CSE1422,54,85,40,M,179,59.666666666666664,D,P
1076,wxpkjyetow,21BRS1251,6,11,54,F,71,23.666666666666668,F,F
1077,ltpjxvxgje,21BRS1240,64,22,99,F,185,61.666666666666664,C,P
1078,tauojptpbx,21CSE1488,25,79,66,M,170,56.666666666666664,D,P
1079,ftwihrpkfv,21BRS1254,68,24,45,M,137,45.666666666666664,E,P
1080,snvnlmklkn,21CPS1229,33,44,67,M,144,48.0,E,P
1081,otlbhzvgmf,21CPS1417,59,37,96,M,192,64.0,C,P
1082,qifxragevg,21BAI1125,19,14,61,F,94,31.333333333333332,F,F
1083,iiaklzracn,21BAI1346,33,17,58,F,108,36.0,F,F
1084,zycjexhppx,21CPS1496,74,3,84,F,161,53.666666666666664,D,P
1085,mudkgneqdb,21BAI1341,63,97,39,M,199,66.33333333333333,C,P
1086,xdezpotqhk,21CSE1062,61,35,77,M,173,57.666666666666664,D,P
1087,lzffpwlnkp,21BAI1190,33,8,41,F,82,27.333333333333332,F,F
1088,npcutilejo,21CPS1324,80,46,18,M,144,48.0,E,P
1089,yixwhtqmdy,21BAI1558,54,12,92,F,158,52.666666666666664,D,P
1090,mhytncugoc,21CSE1363,18,53,5,F,76,25.333333333333332,F,F
1091,odtvcronpb,21BAI1304,33,71,4,M,108,36.0,F,F
1092,xkcxpelytp,21BRS1086,87,47,51,M,185,61.666666666666664,C,P
1093,qgzfqwsxds,21BAI1589,67,15,44,M,126,42.0,E,P
1094,vagnotkqze,21CSE1308,98,54,22,M,174,58.0,D,P
1095,wpnfigbktc,21CPS1443,32,4,4,M,40,13.333333333333334,F,F
1096,plauxzdmke,21CPS1009,56,94,51,F,201,67.0,C,P
1097,btaeatpbrt,21BRS1160,99,2,12,M,113,37.666666666666664,F,F
1098,lkqwgbrugm,21BAI1477,99,48,5,M,152,50.666666666666664,E,P
1099,wxizbdknvy,21CPS1359,81,16,46,F,143,47.666666666666664,E,P
1100,osqtthrcln,21CSE1105,3,69,52,F,124,41.333333333333336,E,P
1101,xcfemivcvb,21CPS1015,14,30,14,M,58,19.333333333333332,F,F
1102,wupwvucnyi,21BAI1071,93,59,96,F,248,82.66666666666667,A,P
1103,rgffrwhbzp,21CSE1454,22,26,58,M,106,35.333333333333336,F,F
1104,ioqowtiyqa,21CSE1519,58,12,76,M,146,48.666666666666664,E,P
1105,ajkzmvjkng,21BRS1070,27,23,38,M,88,29.333333333333332,F,F
1106,bgcqnopkya,21BRS1412,14,49,67,M,130,43.333333333333336,E,P
1107,wesbuwvoes,21BAI1301,59,33,96,F,188,62.666666666666664,C,P
1108,kcuswlholr,21CPS1085,101,43,64,M,208,69.33333333333333,C,P
1109,uucwsblqnd,21CPS1546,85,98,53,M,236,78.66666666666667,B,P
1110,txqjkfwcaa,21CSE1546,70,1,75,F,146,48.666666666666664,E,P
1111,mpeowlzvzv,21CPS1478,65,100,87,M,252,84.0,A,P
1112,rznanttlum,21BAI1260,51,18,8,M,77,25.666666666666668,F,F
1113,orxsflghuh,21BAI1116,10,69,40,F,119,39.666666666666664,F,F
1114,kkpmnqtyuz,21BAI1495,12,4,4,M,20,6.666666666666667,F,F
1115,qnwymwerlv,21BAI1263,49,100,53,M,202,67.33333333333333,C,P
1116,msrtdohqzk,21CPS1220,4,51,29,F,84,28.0,F,F
1117,kdovgacnrm,21CPS1492,4,81,50,M,135,45.0,E,P
1118,vvxprvteyc,21BAI1065,91,20,80,F,191,63.666666666666664,C,P
1119,xplfnjmsjs,21BRS1477,17,5,99,M,121,40.333333333333336,F,P
1120,wpoysbtbla,21CPS1516,4,82,35,M,121,40.333333333333336,F,P
1121,etawxjdnki,21BAI1426,80,69,84,F,233,77.66666666666667,B,P
1122,ysdajkouuw,21CSE1212,66,7,15,F,88,29.333333333333332,F,F
1123,cnlygwxpsm,21CSE1542,34,55,8,F,97,32.333333333333336,F,F
1124,vendrszcua,21CSE1182,88,9,95,M,192,64.0,C,P
1125,uljuydjnqu,21BRS1027,89,52,38,M,179,59.666666666666664,D,P
1126,qkzzkaamry,21BRS1116,74,70,71,M,215,71.66666666666667,B,P
1127,yjiwdolnuo,21CSE1447,76,30,84,F,190,63.333333333333336,C,P
1128,zbioyroecq,21BRS1344,22,44,81,M,147,49.0,E,P
1129,hptwmaveuy,21CSE1012,43,54,31,M,128,42.666666666666664,E,P
1130,cfwfsfvyrj,21CPS1586,12,97,12,M,121,40.333333333333336,F,P
1131,eiopypnqkw,21CPS1395,101,10,54,F,165,55.0,D,P
1132,vhktaieedn,21CSE1499,31,10,95,F,136,45.333333333333336,E,P
1133,lksmriybhm,21CSE1184,96,16,64,M,176,58.666666666666664,D,P
1134,jazhmwifpn,21CPS1236,25,15,47,F,87,29.0,F,F
1135,eoajouapov,21BAI1290,50,30,47,F,127,42.333333333333336,E,P
1136,idcgnhopub,21BAI1074,25,88,52,F,165,55.0,D,P
1137,ymptsscjpx,21CPS1118,59,49,94,F,202,67.33333333333333,C,P
1138,qcndasynwu,21CPS1114,18,98,29,F,145,48.333333333333336,E,P
1139,brhunuhtlf,21CSE1152,101,15,44,F,160,53.333333333333336,D,P
1140,htokmsmhct,21BRS1043,89,30,1,M,120,40.0,F,F
1141,mcfgvcsqvo,21CSE1199,100,65,6,F,171,57.0,D,P
1142,uhullxwkjl,21CPS1073,29,11,12,F,52,17.333333333333332,F,F
1143,whobtpxmvk,21CPS1574,60,27,24,F,111,37.0,F,F
1144,cgiqbhbljy,21CSE1322,60,32,0,F,92,30.666666666666668,F,F
1145,dgduhjzhaw,21BRS1316,20,11,54,M,85,28.333333333333332,F,F
1146,hbmlhpdljb,21BAI1045,6,63,11,M,80,26.666666666666668,F,F
1147,ydvbjpbord,21CSE1351,97,29,18,M,144,48.0,E,P
1148,phybyikycq,21BAI1471,55,62,27,M,144,48.0,E,P
1149,zptbcbhnvp,21CSE1534,74,17,75,M,166,55.333333333333336,D,P
1150,zumdxpuhvu,21CSE1231,79,68,3,F,150,50.0,E,P
1151,mrkwafgqvn,21BAI1077,3,9,84,F,96,32.0,F,F
1152,nkbdqsrpfr,21BRS1443,5,49,38,M,92,30.666666666666668,F,F
1153,gdkvzdpaum,21CPS1323,6,48,37,M,91,30.333333333333332,F,F
1154,dbynadqsny,21BAI1230,79,13,4,F,96,32.0,F,F
1155,mcvuyqfdag,21BAI1562,78,28,66,F,172,57.333333333333336,D,P
1156,ymfpgznpey,21CSE1520,77,19,24,M,120,40.0,F,F
1157,gjngzybcxi,21CPS1163,101,60,96,M,257,85.66666666666667,A,P
1158,dzamhslyga,21CPS1139,24,98,87,M,209,69.66666666666667,C,P
1159,syhkrbzsav,21BRS1389,61,34,8,F,103,34.333333333333336,F,F
1160,kzfwfzjimv,21BRS1422,1,58,95,F,154,51.333333333333336,D,P
1161,hlmicyywjg,21BAI1212,77,58,68,M,203,67.66666666666667,C,P
1162,mvznxuaubz,21BRS1018,91,83,36,M,210,70.0,C,P
1163,zbmuossqkm,21CSE1581,21,49,10,F,80,26.666666666666668,F,F
1164,fpvyjwqlzl,21BRS1058,36,27,73,M,136,45.333333333333336,E,P
1165,hjyaqqpogn,21CPS1388,63,1,19,F,83,27.666666666666668,F,F
1166,izviwmszst,21CPS1269,70,32,93,M,195,65.0,C,P
1167,rblemnwede,21BRS1442,83,100,12,M,195,65.0,C,P
1168,mvdplowmpn,21BRS1444,3,85,2,F,90,30.0,F,F
1169,sdwaebcrqf,21CSE1284,49,97,37,F,183,61.0,C,P
1170,xmrqunuooc,21CPS1412,4,23,83,F,110,36.666666666666664,F,F
1171,ugmecfkufw,21CPS1210,91,47,8,M,146,48.666666666666664,E,P
1172,xgxuyfptrb,21CPS1322,97,100,41,M,238,79.33333333333333,B,P
1173,krzobararm,21BAI1225,56,4,51,M,111,37.0,F,F
1174,ghhclmjcoh,21CSE1366,15,64,16,F,95,31.666666666666668,F,F
1175,mlnzeearor,21CPS1077,19,40,90,F,149,49.666666666666664,E,P
1176,etcyugcuql,21CSE1107,76,38,68,M,182,60.666666666666664,D,P
1177,ahfxqpuqyv,21CPS1107,81,76,26,M,183,61.0,C,P
1178,auwwsgtbkd,21CSE1528,48,44,70,F,162,54.0,D,P
1179,gvjftjgmyp,21CSE1058,22,73,101,F,196,65.33333333333333,C,P
1180,hodzyxvcun,21CPS1387,59,42,3,M,104,34.666666666666664,F,F
1181,mercvqglyo,21BRS1392,98,40,22,F,160,53.333333333333336,D,P
1182,azjavliptn,21CPS1261,92,92,9,M,193,64.33333333333333,C,P
1183,eutplioyfm,21BRS1299,3,89,27,M,119,39.666666666666664,F,F
1184,frafbqknxe,21BRS1471,75,80,57,F,212,70.66666666666667,C,P
1185,mdyxlvbwnv,21CSE1597,71,95,13,F,179,59.666666666666664,D,P
1186,dwwzbqoepw,21BRS1125,72,67,84,F,223,74.33333333333333,B,P
1187,elooxxmlxe,21BAI1261,17,33,57,F,107,35.666666666666664,F,F
1188,szduatijan,21BAI1345,46,55,35,M,136,45.333333333333336,E,P
1189,ajlkadvscm,21BRS1481,87,75,29,F,191,63.666666666666664,C,P
1190,yvbojxarut,21BAI1059,38,74,53,F,165,55.0,D,P
1191,bqteeznpwh,21BRS1472,61,18,91,F,170,56.666666666666664,D,P
1192,fkjtwtmoaw,21BAI1534,38,86,77,F,201,67.0,C,P
1193,uevqsqrfno,21BAI1154,101,10,52,M,163,54.333333333333336,D,P
1194,rzktnunacf,21BAI1041,34,66,19,F,119,39.666666666666664,F,F
1195,iciieajqlx,21CSE1317,74,96,83,F,253,84.33333333333333,A,P
1196,jkeecwdjbr,21CPS1164,61,62,81,F,204,68.0,C,P
1197,xzttqarhja,21CSE1329,49,7,11,F,67,22.333333333333332,F,F
1198,wtdfxbirpy,21CSE1265,44,36,44,F,124,41.333333333333336,E,P
1199,yadosusgwj,21BRS1546,98,92,54,M,244,81.33333333333333,A,P
1200,vutlyizxlm,21CPS1366,35,76,90,F,201,67.0,C,P
1201,jfesxdcwat,21BAI1494,49,63,63,M,175,58.333333333333336,D,P
1202,xquloewhfb,21BRS1236,96,37,39,F,172,57.333333333333336,D,P
1203,kfuvifxgdc,21BRS1214,61,84,96,M,241,80.33333333333333,B,P
1204,rmqxwsdrfb,21BAI1420,6,25,49,M,80,26.666666666666668,F,F
1205,ciqgwytzjk,21BRS1535,2,90,55,F,147,49.0,E,P
1206,rydfvljizn,21BRS1575,44,26,5,F,75,25.0,F,F
1207,tvbvbfeftq,21BRS1414,4,73,21,F,98,32.666666666666664,F,F
1208,tmwxtqcfjq,21BRS1509,18,16,58,M,92,30.666666666666668,F,F
1209,psanofhvtc,21BAI1372,86,83,88,F,257,85.66666666666667,A,P
1210,pnljjjpoaa,21CSE1318,53,3,92,M,148,49.333333333333336,E,P
1211,bwpckbwpyo,21BAI1464,60,54,33,F,147,49.0,E,P
1212,rkdrodhcwg,21CPS1323,61,38,99,M,198,66.0,C,P
1213,zjohxvfcur,21BAI1227,18,51,70,M,139,46.333333333333336,E,P
1214,cdoshutizz,21BRS1241,97,94,75,M,266,88.66666666666667,A,P
1215,nwydntdevk,21BAI1162,61,101,68,F,230,76.66666666666667,B,P
1216,cunydbndob,21BAI1440,13,35,73,M,121,40.333333333333336,F,P
1217,lrfugdptys,21BAI1343,33,88,62,M,183,61.0,C,P
1218,tyonkagtnp,21CSE1408,99,75,86,M,260,86.66666666666667,A,P
1219,pfyyoooozw,21CSE1174,47,8,20,F,75,25.0,F,F
1220,maxfkhizsw,21CSE1460,30,24,24,F,78,26.0,F,F
1221,xlxmsdhnqy,21BRS1175,23,97,61,M,181,60.333333333333336,D,P
1222,ytmxxabunb,21CPS1424,35,54,53,F,142,47.333333333333336,E,P
1223,cdyjufnyxw,21CPS1260,38,56,57,F,151,50.333333333333336,E,P
1224,mzbetqjdru,21CSE1579,4,2,75,M,81,27.0,F,F
1225,rvjejwskab,21BAI1555,34,4,81,M,119,39.666666666666664,F,F
1226,bpqphgkvzr,21BAI1196,21,44,78,F,143,47.666666666666664,E,P
1227,lvjgrwamvz,21CSE1371,61,78,11,F,150,50.0,E,P
1228,ztcbkvhkai,21BRS1316,17,21,0,F,38,12.666666666666666,F,F
1229,dusjiprvkk,21BRS1532,97,62,80,M,239,79.66666666666667,B,P
1230,uimmkcmyrd,21BRS1152,89,86,3,M,178,59.333333333333336,D,P
1231,ygdxcizdwx,21BAI1093,30,54,69,M,153,51.0,D,P
1232,wophryddgm,21BRS1573,1,56,13,F,70,23.333333333333332,F,F
1233,mnodbhljam,21BRS1542,5,4,71,M,80,26.666666666666668,F,F
1234,anhejjqzkq,21BAI1092,81,11,35,M,127,42.333333333333336,E,P
1235,lrmiwhifti,21BAI1094,64,54,11,M,129,43.0,E,P
1236,qehvhvianu,21CSE1398,48,64,56,F,168,56.0,D,P
1237,xpsukzfrpj,21BAI1334,66,18,70,M,154,51.333333333333336,D,P
1238,cxdgcnoukm,21CSE1463,20,28,19,M,67,22.333333333333332,F,F
1239,dvlbaahnmn,21CPS1556,44,40,26,M,110,36.666666666666664,F,F
1240,zktpgrlbya,21BAI1201,45,85,41,F,171,57.0,D,P
1241,qjiuzqdoit,21CSE1137,100,50,25,F,175,58.333333333333336,D,P
1242,kfpnbwrunz,21CPS1334,83,73,9,F,165,55.0,D,P
1243,ncnuatiqco,21CSE1119,79,31,96,M,206,68.66666666666667,C,P
1244,jmughxxnst,21CPS1355,20,1,28,F,49,16.333333333333332,F,F
1245,ztbnncoyrs,21BAI1051,83,43,25,M,151,50.333333333333336,E,P
1246,xhchbmsghy,21BRS1572,78,63,74,F,215,71.66666666666667,B,P
1247,lsrsxactbw,21BRS1174,99,25,86,F,210,70.0,C,P
1248,upwegtyhko,21BRS1454,16,88,50,M,154,51.333333333333336,D,P
1249,sieylcxnxg,21BRS1144,39,90,35,M,164,54.666666666666664,D,P
1250,dmoqrxkazn,21BRS1039,90,9,83,M,182,60.666666666666664,D,P
1251,qykvrvrdal,21CSE1061,95,48,80,F,223,74.33333333333333,B,P
1252,fmztycumfv,21BRS1140,7,100,64,F,171,57.0,D,P
1253,zveeteaofn,21BRS1297,77,80,80,F,237,79.0,B,P
1254,dejzgcyjac,21CSE1127,25,24,13,F,62,20.666666666666668,F,F
1255,talkkxzjdz,21BAI1470,94,3,22,M,119,39.666666666666664,F,F
1256,fcocgtxgvf,21CPS1370,49,17,38,M,104,34.666666666666664,F,F
1257,kvrwrrlsqm,21CPS1558,18,34,52,M,104,34.666666666666664,F,F
1258,ghqnorlmhh,21BAI1144,48,80,12,M,140,46.666666666666664,E,P
1259,dhzcyicfab,21CPS1478,95,39,94,M,228,76.0,B,P
1260,vwrbaipgnl,21BRS1259,4,4,4,F,12,4.0,F,F
1261,udwptdpbdw,21BAI1162,15,98,83,F,196,65.33333333333333,C,P
1262,jmfjzdumtq,21CPS1265,64,48,1,M,113,37.666666666666664,F,F
1263,jvcwjochju,21CSE1513,67,81,72,M,220,73.33333333333333,B,P
1264,wzhfcvsuvu,21BRS1224,90,3,78,M,171,57.0,D,P
1265,lgicunzubh,21BRS1551,26,26,91,F,143,47.666666666666664,E,P
1266,novkjoohfj,21CPS1217,13,37,32,F,82,27.333333333333332,F,F
1267,tpywxhhtaw,21CPS1139,16,92,68,M,176,58.666666666666664,D,P
1268,jfeiasotuz,21BRS1361,69,1,64,F,134,44.666666666666664,E,P
1269,asjnzrtknx,21BRS1141,52,39,22,F,113,37.666666666666664,F,F
1270,pqpyrmafrk,21CPS1105,65,50,83,M,198,66.0,C,P
1271,sqwfhbyich,21BAI1544,17,19,41,M,77,25.666666666666668,F,F
1272,pvffjtjrpj,21BAI1011,46,67,24,M,137,45.666666666666664,E,P
1273,zweuahnzzh,21CPS1501,13,75,50,F,138,46.0,E,P
1274,hgpuaumrls,21CSE1141,13,93,8,M,114,38.0,F,F
1275,buiuuurfyj,21BAI1445,92,5,84,F,181,60.333333333333336,D,P
1276,frymbiznbz,21BAI1085,14,56,37,M,107,35.666666666666664,F,F
1277,ffwcieazwp,21BAI1121,13,34,84,M,131,43.666666666666664,E,P
1278,uffbuwviry,21CSE1342,8,61,100,F,169,56.333333333333336,D,P
1279,xtelrfefsi,21BAI1218,96,79,66,F,241,80.33333333333333,B,P
1280,noqebyzsgo,21BRS1407,76,14,87,F,177,59.0,D,P
1281,zuureskbmv,21BRS1535,85,76,74,F,235,78.33333333333333,B,P
1282,cobhooxsgx,21CPS1376,35,79,60,F,174,58.0,D,P
1283,zdnhdclzgh,21CSE1148,82,10,91,M,183,61.0,C,P
1284,xpujyrxuab,21CSE1491,22,56,95,F,173,57.666666666666664,D,P
1285,xmgwuhetax,21CSE1389,4,42,82,M,128,42.666666666666664,E,P
1286,tocjdibanw,21BRS1170,96,12,34,M,142,47.333333333333336,E,P
1287,wbagsatoir,21BRS1232,33,10,23,F,66,22.0,F,F
1288,svgazttsmw,21CPS1009,38,36,10,F,84,28.0,F,F
1289,sbkovehwhe,21BAI1350,80,58,12,F,150,50.0,E,P
1290,vwrwkcimvp,21CSE1030,1,36,63,F,100,33.333333333333336,F,F
1291,udlkukemkv,21CSE1382,33,34,18,F,85,28.333333333333332,F,F
1292,nseptkswif,21CSE1058,93,86,82,F,261,87.0,A,P
1293,lujemlcwlo,21CSE1417,10,45,69,M,124,41.333333333333336,E,P
1294,jbiauqptxq,21CPS1482,14,84,46,M,144,48.0,E,P
1295,mbywosnnkp,21CSE1113,49,57,55,M,161,53.666666666666664,D,P
1296,mldrudyrfw,21CPS1425,30,86,97,M,213,71.0,B,P
1297,xqupuxzjod,21BAI1245,19,58,30,F,107,35.666666666666664,F,F
1298,pvloktavub,21CSE1047,97,46,11,F,154,51.333333333333336,D,P
1299,usdseydpfv,21BAI1358,98,91,9,M,198,66.0,C,P
1300,dgzijxksvk,21BRS1241,52,87,65,M,204,68.0,C,P
1301,cbbmcaklyn,21BRS1478,81,34,76,F,191,63.666666666666664,C,P
1302,newwwfkaid,21CPS1346,65,7,67,F,139,46.333333333333336,E,P
1303,pfokfulytw,21BRS1184,3,20,78,M,101,33.666666666666664,F,F
1304,gesbdstmyw,21CSE1497,56,81,36,M,173,57.666666666666664,D,P
1305,xknsgdncfy,21BAI1002,35,73,39,F,147,49.0,E,P
1306,drsurbflkg,21CPS1160,21,23,17,M,61,20.333333333333332,F,F
1307,mesuqargiz,21BAI1371,9,10,80,M,99,33.0,F,F
1308,cptoupcoxc,21BAI1298,9,88,6,F,103,34.333333333333336,F,F
1309,oojdljlcsp,21BAI1085,87,51,23,F,161,53.666666666666664,D,P
1310,dotnvcvmbm,21BAI1069,28,67,81,M,176,58.666666666666664,D,P
1311,giluvysqsr,21BRS1183,36,64,87,M,187,62.333333333333336,C,P
1312,pluymofpim,21CSE1556,13,28,52,F,93,31.0,F,F
1313,ffzuowyonx,21BAI1142,88,2,3,F,93,31.0,F,F
1314,kqavvrsmul,21BAI1434,42,16,84,M,142,47.333333333333336,E,P
1315,cuhqjdihxz,21BRS1573,34,6,78,F,118,39.333333333333336,F,F
1316,vgpfdygkvn,21BAI1043,60,25,31,M,116,38.666666666666664,F,F
1317,prexvnyevy,21CPS1033,30,73,42,M,145,48.333333333333336,E,P
1318,zcukrwpabe,21BRS1204,60,51,41,M,152,50.666666666666664,E,P
1319,ordkdpvzdo,21CPS1554,91,96,84,F,271,90.33333333333333,A,P
1320,scamozfskf,21CSE1202,14,37,62,M,113,37.666666666666664,F,F
1321,rtkfyudtww,21CPS1252,75,1,9,M,85,28.333333333333332,F,F
1322,kknewjyojr,21BRS1309,67,48,27,F,142,47.333333333333336,E,P
1323,bjjkkklute,21CSE1534,77,71,76,M,224,74.66666666666667,B,P
1324,eadkafhdln,21CPS1168,74,53,24,F,151,50.333333333333336,E,P
1325,vkidrhnstj,21CPS1276,99,4,53,M,156,52.0,D,P
1326,lrhvcmsvnq,21BAI1051,95,31,40,F,166,55.333333333333336,D,P
1327,felpgcntbh,21CSE1180,11,52,74,M,137,45.666666666666664,E,P
1328,kqnmeciyvz,21CPS1422,44,84,22,M,150,50.0,E,P
1329,iuwmtfdhhm,21CPS1231,50,93,99,F,242,80.66666666666667,B,P
1330,gqstnwmzmh,21BRS1260,24,42,60,M,126,42.0,E,P
1331,vtuxedzmba,21CPS1437,57,10,34,F,101,33.666666666666664,F,F
1332,xxzjfxvesq,21CPS1030,60,100,72,F,232,77.33333333333333,B,P
1333,mqrxdjiqpk,21CPS1125,44,6,97,F,147,49.0,E,P
1334,fmfrckswpw,21BAI1029,16,5,40,M,61,20.333333333333332,F,F
1335,srgovprbwn,21CPS1269,51,49,52,F,152,50.666666666666664,E,P
1336,brgdmedyua,21CPS1301,101,18,11,M,130,43.333333333333336,E,P
1337,lxpyldnqcl,21CSE1151,85,34,17,F,136,45.333333333333336,E,P
1338,hxkuxgohwh,21BAI1130,79,36,98,M,213,71.0,B,P
1339,yqfcfposbp,21CPS1538,53,3,78,F,134,44.666666666666664,E,P
1340,kofkcdvpeu,21BAI1154,51,53,68,F,172,57.333333333333336,D,P
1341,mljbpyhcfd,21CPS1325,98,95,55,M,248,82.66666666666667,A,P
1342,tnqavidgiy,21BRS1264,32,59,3,F,94,31.333333333333332,F,F
1343,lzziufamqg,21CSE1500,31,98,21,F,150,50.0,E,P
1344,xubholjkkn,21BAI1319,87,85,2,M,174,58.0,D,P
1345,shpwjslwxj,21BAI1301,45,10,67,F,122,40.666666666666664,F,P
1346,blklzomhav,21BAI1104,28,20,12,M,60,20.0,F,F
1347,ocnqnmgtvn,21CSE1209,30,17,96,M,143,47.666666666666664,E,P
1348,jkpbcnrgns,21BAI1178,44,72,85,M,201,67.0,C,P
1349,ulhuckgwzg,21CSE1448,48,53,89,M,190,63.333333333333336,C,P
1350,gvrsxdkwiy,21CPS1449,31,69,91,F,191,63.666666666666664,C,P
1351,aqbqfymrby,21CSE1028,8,19,50,F,77,25.666666666666668,F,F
1352,olkepdgvrm,21CPS1433,65,35,3,M,103,34.333333333333336,F,F
1353,yvqiccttou,21CPS1557,77,101,48,F,226,75.33333333333333,B,P
1354,qvyltlpkmk,21CPS1275,2,61,91,M,154,51.333333333333336,D,P
1355,vduuzzidgz,21BAI1479,56,82,45,F,183,61.0,C,P
1356,kpmfinoufz,21CSE1550,69,28,0,F,97,32.333333333333336,F,F
1357,xixuhasnuw,21CPS1472,24,71,56,M,151,50.333333333333336,E,P
1358,havafnabxx,21CSE1546,88,63,53,M,204,68.0,C,P
1359,xstgorsgit,21CSE1123,90,65,66,F,221,73.66666666666667,B,P
1360,zfrypolsyv,21CPS1395,30,16,70,M,116,38.666666666666664,F,F
1361,wdtilaxtrt,21CPS1059,57,90,25,F,172,57.333333333333336,D,P
1362,fyobfcucwx,21CSE1567,83,26,22,F,131,43.666666666666664,E,P
1363,mnwqomxfre,21BAI1545,15,46,79,M,140,46.666666666666664,E,P
1364,wkqzuenpdm,21CPS1183,60,82,44,F,186,62.0,C,P
1365,qmomexltdh,21BRS1183,87,68,34,M,189,63.0,C,P
1366,egitwonewa,21CPS1275,52,44,76,M,172,57.333333333333336,D,P
1367,mhzxfhrkbs,21BRS1089,66,17,49,M,132,44.0,E,P
1368,hixtruviur,21BAI1481,81,77,72,M,230,76.66666666666667,B,P
1369,fjndomtspd,21CPS1105,37,72,40,F,149,49.666666666666664,E,P
1370,eobdznvsne,21CSE1479,59,1,73,F,133,44.333333333333336,E,P
1371,ciihqjinen,21BRS1027,2,58,54,F,114,38.0,F,F
1372,zjdbhmwoss,21CSE1590,6,95,31,F,132,44.0,E,P
1373,knysxmjglq,21BAI1431,50,9,90,M,149,49.666666666666664,E,P
1374,oytgdtxjbk,21CPS1492,24,26,95,M,145,48.333333333333336,E,P
1375,scdfimgoss,21BRS1370,66,9,26,F,101,33.666666666666664,F,F
1376,nplvbdhdai,21CPS1007,1,97,45,F,143,47.666666666666664,E,P
1377,vwgcewiffh,21BRS1396,3,38,14,M,55,18.333333333333332,F,F
1378,dzgzmiafud,21BAI1029,47,48,64,M,159,53.0,D,P
1379,ckwgqaqniu,21BRS1111,47,81,75,M,203,67.66666666666667,C,P
1380,emlwbvyjhv,21BAI1342,85,28,51,F,164,54.666666666666664,D,P
1381,qyxyeedxzz,21CSE1062,84,21,81,F,186,62.0,C,P
1382,uyihmljptk,21CPS1116,71,39,1,F,111,37.0,F,F
1383,stmsfyzyuk,21CSE1526,64,63,85,M,212,70.66666666666667,C,P
1384,mulniffuow,21CSE1335,90,78,56,M,224,74.66666666666667,B,P
1385,oosdrrqtap,21BRS1000,8,89,14,M,111,37.0,F,F
1386,ztwfgbciqg,21BRS1290,77,2,95,M,174,58.0,D,P
1387,bggyewquao,21CSE1409,94,100,87,F,281,93.66666666666667,S,P
1388,rfrsudoakl,21BAI1091,56,69,56,M,181,60.333333333333336,D,P
1389,cqmjwfmwbd,21CSE1128,48,15,13,M,76,25.333333333333332,F,F
1390,xdsawemtvn,21CSE1459,66,96,49,M,211,70.33333333333333,C,P
1391,gynnjtucoy,21BRS1485,79,75,39,M,193,64.33333333333333,C,P
1392,uppplhfkgn,21BRS1557,68,23,6,M,97,32.333333333333336,F,F
1393,kvomqshsri,21CSE1425,94,86,57,M,237,79.0,B,P
1394,kcufnpcwgw,21CPS1252,99,71,58,F,228,76.0,B,P
1395,naqusmyeqh,21CSE1532,100,8,99,F,207,69.0,C,P
1396,xnqhqedoya,21CSE1208,40,18,28,F,86,28.666666666666668,F,F
1397,ifyhbyqign,21CPS1147,57,58,43,M,158,52.666666666666664,D,P
1398,lmobpaomor,21CSE1052,86,50,42,M,178,59.333333333333336,D,P
1399,kyndaxlnrm,21BAI1109,24,56,59,F,139,46.333333333333336,E,P
1400,vhhxbkduoz,21BAI1156,35,17,29,F,81,27.0,F,F
1401,ifbcdnaffd,21CPS1352,36,11,44,F,91,30.333333333333332,F,F
1402,fcqjguojlh,21BAI1228,93,43,62,M,198,66.0,C,P
1403,mxaayzoypl,21BAI1115,39,8,38,M,85,28.333333333333332,F,F
1404,brfwpdtfcq,21CPS1234,18,49,89,M,156,52.0,D,P
1405,lmfbwyrfhu,21CSE1067,16,50,19,F,85,28.333333333333332,F,F
1406,pccvljfsqh,21BRS1279,16,29,37,M,82,27.333333333333332,F,F
1407,uqlyqyffjb,21CPS1139,62,7,19,F,88,29.333333333333332,F,F
1408,ghyxxiwkjt,21BAI1035,5,4,65,M,74,24.666666666666668,F,F
1409,bjvjisqvoo,21CPS1164,72,37,58,M,167,55.666666666666664,D,P
1410,lfcykyhlkd,21BRS1359,82,13,93,F,188,62.666666666666664,C,P
1411,bljwjasdvr,21BRS1349,66,85,50,F,201,67.0,C,P
1412,dftapaunzk,21CSE1560,69,81,88,F,238,79.33333333333333,B,P
1413,qxfzygmcht,21BAI1251,32,31,37,M,100,33.333333333333336,F,F
1414,uhdftvchhn,21BRS1235,76,63,83,F,222,74.0,B,P
1415,cuykdrewnw,21CSE1343,18,20,7,M,45,15.0,F,F
1416,pwkcwfkbts,21BRS1142,29,1,36,F,66,22.0,F,F
1417,zirhphfzxj,21CPS1196,68,78,50,M,196,65.33333333333333,C,P
1418,rzplmvsjcz,21BRS1595,83,15,51,F,149,49.666666666666664,E,P
1419,raxpliykyw,21CSE1122,35,65,63,M,163,54.333333333333336,D,P
1420,pstsfhhdij,21BRS1028,73,100,39,F,212,70.66666666666667,C,P
1421,epajtqdsfo,21CSE1535,80,52,93,F,225,75.0,B,P
1422,lvgcvbglxp,21CSE1274,37,5,1,F,43,14.333333333333334,F,F
1423,yerdaebzsr,21BRS1477,3,63,86,F,152,50.666666666666664,E,P
